artist_name,e.country,e.country_3,num_exhibitions
Ernst Burmester,US,USA,2
Ernst Carl Friedrich te Peerdt,DE,DEU,27
Ernst Carl Friedrich te Peerdt,IT,ITA,2
Ernst Christian Pfannschmidt,IT,ITA,2
Ernst Christiansen,DE,DEU,1
Ernst Dargen,DE,DEU,3
Ernst Dargen,NL,NLD,2
Ernst Dorn,DE,DEU,1
Ernst Eck,AT,AUT,90
Ernst Eck,DE,DEU,8
Ernst Eden,NL,NLD,8
Ernst Eimer,DE,DEU,5
Ernst Erwin Rath,DE,DEU,3
Ernst Ewerbeck,DE,DEU,4
Ernst Faber,GB,GBR,1
Ernst Gabler,DE,DEU,74
Ernst Geiger,DE,DEU,2
Ernst Geiger,HU,HUN,3
Ernst Graeser,DE,DEU,2
Ernst Gustav Jaeger,DE,DEU,2
Ernst Hardt,CH,CHE,2
Ernst Hardt,DE,DEU,20
Ernst Hardt,GB,GBR,1
Ernst Hardt,NL,NLD,1
Ernst Heilemann,DE,DEU,20
Ernst Heilemann,IT,ITA,2
Ernst Henseler,NL,NLD,2
Ernst Hugo Lorenz-Murowana,DE,DEU,4
Ernst Isselmann,CH,CHE,1
Ernst Isselmann,DE,DEU,24
Ernst Josephson,DE,DEU,48
Ernst Josephson,SE,SWE,9
Ernst Karl Georg Zimmermann,GB,GBR,2
Ernst Karl Stahl,DE,DEU,2
Ernst Kiesling,DE,DEU,1
Ernst Kolbe,IT,ITA,2
Ernst Kreidolf,AT,AUT,32
Ernst Kreidolf,DE,DEU,12
Ernst Kropp,DE,DEU,22
Ernst Lenk,DE,DEU,1
Ernst Liebermann,CZ,CZE,4
Ernst Liebermann,DE,DEU,18
Ernst Liebermann,NL,NLD,1
Ernst Linck,DE,DEU,3
Ernst Linck,FR,FRA,3
Ernst Linck,HU,HUN,1
Ernst Ludwig Kirchner,CZ,CZE,14
Ernst Ludwig Kirchner,DE,DEU,123
Ernst Ludwig Kirchner,IT,ITA,1
Ernst Ludwig Kirchner,JP,JPN,2
Ernst Ludwig Kirchner,RU,RUS,3
Ernst Ludwig Kirchner,US,USA,5
Ernst Ludwig Plaß,GB,GBR,1
Ernst Matthes,DE,DEU,77
Ernst Müller-Bernburg,DE,DEU,7
Ernst Müller-Gräfe,DE,DEU,4
Ernst Niklaus Küsel,SE,SWE,3
Ernst Norlind,AT,AUT,2
Ernst Norlind,CZ,CZE,2
Ernst Norlind,FR,FRA,2
Ernst Norlind,HU,HUN,2
Ernst Odefey,DE,DEU,9
Ernst Oppler,AT,AUT,1
Ernst Oppler,DE,DEU,181
Ernst Oppler,IT,ITA,2
Ernst Otto Leuenberger,DE,DEU,3
Ernst Paul,DE,DEU,4
Ernst Paul Herrmann,DE,DEU,2
Ernst Petrich,DE,DEU,1
Ernst Petrich,GB,GBR,1
Ernst Pichler,GB,GBR,1
Ernst Pickardt,DE,DEU,6
Ernst Reinhard Zimmermann,DE,DEU,2
Ernst Richard Dietze,DE,DEU,51
Ernst Richard Dietze,GB,GBR,2
Ernst Schmitz,DE,DEU,3
Ernst Schmitz,GB,GBR,2
Ernst Schwartz,DE,DEU,5
Ernst Sigmund von Sallwürk,DE,DEU,2
Ernst Stern,AT,AUT,10
Ernst Stern,DE,DEU,176
Ernst Stern,GB,GBR,1
Ernst Stöhr,AT,AUT,122
Ernst Stöhr,DE,DEU,18
Ernst Stöhr,GB,GBR,1
Ernst Thallmaier,DE,DEU,3
Ernst Thallmaier,GB,GBR,3
Ernst Wagner,DE,DEU,2
Ernst Wiemann,DE,DEU,1
Ernst Wiemann,GB,GBR,1
Ernst Wilhelm Eitner,DE,DEU,19
Ernst Wilhelm Eitner,GB,GBR,3
Ernst Wilhelm Eitner,IT,ITA,2
Ernst Würtenberger,CH,CHE,2
Ernst Würtenberger,DE,DEU,6
Ernst Würtenberger,US,USA,1
Ernst von Liphart,IT,ITA,4
Ernst von Sachsen-Meiningen,DE,DEU,4
Ernst von Sachsen-Meiningen,GB,GBR,1
Ernö Rakosi,HU,HUN,2
Ernő Barta,DE,DEU,8
Ernő Barta,HU,HUN,3
Ernő Bánk,HU,HUN,2
Ernő Foerk,HU,HUN,30
Ernő Tibor,HU,HUN,104
Ernő Vörös,HU,HUN,5
Ernőné Barta,HU,HUN,1
Erulo Eroli,IT,ITA,2
Ervin Baktay,HU,HUN,1
Ervin Körmendi-Frimm,HU,HUN,72
Ervin Plány,HU,HUN,22
Ervin Raáb,HU,HUN,19
Ervin Raáb,IT,ITA,8
Erwin Hass,DE,DEU,6
Erwin Laiblin,DE,DEU,6
Erwin Lang,AT,AUT,26
Erwin Lang,HU,HUN,3
Erwin Schweitzer,DE,DEU,1
Erwin Starker,DE,DEU,3
Erwin Vollmer,DE,DEU,13
Erzsi Feiler,HU,HUN,2
Erzsi Fejérváry,AT,AUT,10
Erzsi Fejérváry,HU,HUN,38
Erzsi Gaiduschek,HU,HUN,6
Erzsébet Madarassy,HU,HUN,5
Erzsébet Podvinecz,HU,HUN,2
Erzsébet Szegfy,AT,AUT,3
Erzsébet Szegfy,CZ,CZE,15
Erzsébet Szegfy,FR,FRA,6
Erzsébet Szegfy,HU,HUN,7
Erzsébet Sükey,HU,HUN,1
Erzsébet Vaskovits,HU,HUN,6
Erzsébet Wolf,HU,HUN,1
Essil R. Elmslie,GB,GBR,49
Estelle Nathan,GB,GBR,10
Ester Almqvist,SE,SWE,6
Esther Booth,DE,DEU,2
Esther Borough Johnson,GB,GBR,14
Esther Kjerner,HU,HUN,6
Esther Sutro,GB,GBR,3
Etelka Gimzer,HU,HUN,2
Etha Fles,BE,BEL,1
Etha Fles,NL,NLD,8
Ethel Agar,GB,GBR,6
Ethel Caroline Hughes Galer,GB,GBR,8
Ethel Carrick Fox,BE,BEL,16
Ethel Carrick Fox,FR,FRA,14
Ethel Carrick Fox,GB,GBR,10
Ethel Charlotte C. Hatch,GB,GBR,2
Ethel Chase,FR,FRA,2
Ethel Fanny Everett,GB,GBR,10
Ethel Gabain,BE,BEL,6
Ethel Harriet Elder,GB,GBR,22
Ethel Kirkpatrick,GB,GBR,14
Ethel M. Child,GB,GBR,6
Ethel M. Turner,GB,GBR,6
Ethel Mary Brown,FR,FRA,2
Ethel Maud Raeburn,GB,GBR,14
Ethel Quixano Henriques,AT,AUT,3
Ethel Quixano Henriques,GB,GBR,16
Ethel Sands,FR,FRA,12
Ethel Sands,GB,GBR,53
Ethel Walker,GB,GBR,123
Ethel Wane,GB,GBR,6
Ethel Willoughby,GB,GBR,8
Ethel Wright,GB,GBR,23
Ethel Wright,IT,ITA,2
Etheline Eva Dell,GB,GBR,10
Etienne Albert Eugène Joannon-Navier,FR,FRA,10
Etienne Azambre,FR,FRA,6
Etienne Bosch,IT,ITA,2
Etienne Bosch,NL,NLD,13
Etienne Dewinter,BE,BEL,7
Etienne Dinet,BE,BEL,7
Etienne Dinet,CH,CHE,4
Etienne Dinet,DE,DEU,2
Etienne Dinet,FR,FRA,8
Etienne Dinet,IT,ITA,2
Etienne Dinet,NL,NLD,1
Etienne Gautier,FR,FRA,2
Etienne Joseph Mein,FR,FRA,3
Etienne Moreau-Nelaton,BE,BEL,5
Etienne Moreau-Nelaton,DE,DEU,2
Etienne Moreau-Nelaton,FR,FRA,19
Ettore Ascenzi,IT,ITA,1
Ettore Beraldini,IT,ITA,4
Ettore Burzi,DE,DEU,6
Ettore Burzi,IT,ITA,8
Ettore Caser,IT,ITA,2
Ettore Cosomati,NL,NLD,2
Ettore Cumbo,IT,ITA,3
Ettore Morteo,IT,ITA,1
Ettore Roesler Franz,IT,ITA,2
Ettore Tito,DE,DEU,3
Ettore Tito,FR,FRA,4
Ettore Tito,IT,ITA,266
Ettore Tito,NL,NLD,3
Ettore Tito,US,USA,2
Ettore de Maria-Bergler,IT,ITA,90
Eug. Karpathi,BE,BEL,4
Eugeen van Mieghem,DE,DEU,4
Eugen Baer,DE,DEU,3
Eugen Birzer,DE,DEU,3
Eugen Drollinger,DE,DEU,12
Eugen Dücker,DE,DEU,16
Eugen Feiks,DE,DEU,51
Eugen Feiks,HU,HUN,51
Eugen Feiks,IT,ITA,2
Eugen Felix Prosper Bracht,AT,AUT,22
Eugen Felix Prosper Bracht,DE,DEU,19
Eugen Felix Prosper Bracht,GB,GBR,2
Eugen Felix Prosper Bracht,IT,ITA,8
Eugen Felix Prosper Bracht,US,USA,3
Eugen Friedrich Berner,DE,DEU,2
Eugen Hamm,DE,DEU,33
Eugen Hönig,DE,DEU,6
Eugen Kampf,DE,DEU,33
Eugen Kampf,GB,GBR,2
Eugen Kampf,IT,ITA,2
Eugen Kampf,US,USA,1
Eugen Kerschkamp,DE,DEU,2
Eugen Kirchner,AT,AUT,5
Eugen Kirchner,DE,DEU,114
Eugen Kirchner,HU,HUN,8
Eugen Kirchner,IT,ITA,4
Eugen Kirchner,NL,NLD,4
Eugen Ludwig Hoess,AT,AUT,2
Eugen Ludwig Hoess,DE,DEU,8
Eugen Maeckler,DE,DEU,2
Eugen Meyer,DE,DEU,4
Eugen Osswald,DE,DEU,6
Eugen Schoen,DE,DEU,3
Eugen Spiro,AT,AUT,46
Eugen Spiro,DE,DEU,102
Eugen Spiro,FR,FRA,10
Eugen Spiro,GB,GBR,2
Eugen Spiro,IT,ITA,7
Eugen Stammbach,DE,DEU,2
Eugen Urban,DE,DEU,2
Eugen Wolff,AT,AUT,2
Eugen Wolff,DE,DEU,116
Eugen Wolff,IT,ITA,2
Eugen von Blaas,IT,ITA,18
Eugen von Kahler,AT,AUT,19
Eugen von Kahler,DE,DEU,33
Eugene Benson,IT,ITA,4
Eugene Brouillard,BE,BEL,1
Eugene Dekkert,DE,DEU,19
Eugene Dopchie,BE,BEL,14
Eugene Edward Speicher,US,USA,5
Eugene Higgins,US,USA,8
Eugene Laurent Vail,IT,ITA,10
Eugene Paul Ullman,US,USA,4
Eugene Siberdt,BE,BEL,6
Eugenia Malechewskaya,IT,ITA,4
Eugenie Bandell,DE,DEU,13
Eugenie Breithut-Munk,AT,AUT,7
Eugenie Breithut-Munk,DE,DEU,3
Eugenie Breithut-Munk,GB,GBR,3
Eugenie Fish Glaman,US,USA,1
Eugenie Focke,DE,DEU,12
Eugenie Juliette Faux-Froidure,FR,FRA,2
Eugenio Bonivento,IT,ITA,4
Eugenio Buono,DE,DEU,3
Eugenio Buono,IT,ITA,5
Eugenio Caprini,IT,ITA,1
Eugenio Cecconi,IT,ITA,51
Eugenio G. Olivari,IT,ITA,20
Eugenio Gignous,IT,ITA,24
Eugenio Hermoso Martínez,DE,DEU,3
Eugenio Hermoso Martínez,GB,GBR,2
Eugenio Hermoso Martínez,IT,ITA,4
Eugenio Hermoso Martínez,NL,NLD,1
Eugenio Lucas Velázquez,GB,GBR,2
Eugenio Marana,IT,ITA,14
Eugenio Oliva Rodrigo,GB,GBR,1
Eugenio Pellini,IT,ITA,1
Eugenio Prati,IT,ITA,3
Eugenio Sala,IT,ITA,3
Eugenio Spreafico,IT,ITA,3
Eugenius Rensburg,NL,NLD,10
Eugeny Ivanovich Stolitsa,DE,DEU,3
Eugeny Ivanovich Stolitsa,IT,ITA,2
Eugiché Tatewossianz,DE,DEU,1
Eugiché Tatewossianz,RU,RUS,7
Eugène Alluaud,FR,FRA,48
Eugène Antoine Samuel Lavieille,FR,FRA,2
Eugène Autran,BE,BEL,2
Eugène Bastié,FR,FRA,10
Eugène Bejot,FR,FRA,12
Eugène Bejot,NL,NLD,1
Eugène Benoît Baudin,FR,FRA,2
Eugène Bonington,RU,RUS,3
Eugène Bosser,FR,FRA,2
Eugène Boudin,AT,AUT,5
Eugène Boudin,BE,BEL,2
Eugène Boudin,CH,CHE,2
Eugène Boudin,CZ,CZE,16
Eugène Boudin,DE,DEU,11
Eugène Boudin,FR,FRA,53
Eugène Boudin,HU,HUN,2
Eugène Boudin,RU,RUS,6
Eugène Bourgouin,FR,FRA,4
Eugène Burgat-Charvillon,FR,FRA,2
Eugène Burnand,DE,DEU,2
Eugène Burnand,FR,FRA,17
Eugène Burnand,US,USA,1
Eugène Cadel,DE,DEU,4
Eugène Cadel,FR,FRA,4
Eugène Carrière,AT,AUT,48
Eugène Carrière,BE,BEL,60
Eugène Carrière,CH,CHE,18
Eugène Carrière,DE,DEU,22
Eugène Carrière,FR,FRA,362
Eugène Carrière,HU,HUN,1
Eugène Carrière,IT,ITA,3
Eugène Carrière,RU,RUS,3
Eugène Carrière,US,USA,10
Eugène Cicéri,FR,FRA,2
Eugène Delacroix,AT,AUT,14
Eugène Delacroix,DE,DEU,30
Eugène Delacroix,FR,FRA,71
Eugène Delacroix,GB,GBR,1
Eugène Delacroix,HU,HUN,11
Eugène Delacroix,RU,RUS,20
Eugène Delacroix,US,USA,2
Eugène Delestre,FR,FRA,34
Eugène Delâtre,BE,BEL,6
Eugène Fromentin,DE,DEU,1
Eugène Fromentin,FR,FRA,2
Eugène Fromentin,RU,RUS,3
Eugène Galien,FR,FRA,6
Eugène Grasset,HU,HUN,24
Eugène Guillaume Boch,BE,BEL,12
Eugène Henri Alexandre Chigot,BE,BEL,2
Eugène Henri Alexandre Chigot,DE,DEU,3
Eugène Henri Alexandre Chigot,FR,FRA,43
Eugène Henri Cauchois,FR,FRA,1
Eugène Isabey,DE,DEU,1
Eugène Isabey,GB,GBR,1
Eugène Isabey,RU,RUS,6
Eugène Jansson,SE,SWE,6
Eugène Joors,BE,BEL,12
Eugène Laermans,BE,BEL,36
Eugène Laermans,DE,DEU,16
Eugène Laermans,FR,FRA,2
Eugène Laermans,GB,GBR,3
Eugène Laermans,HU,HUN,2
Eugène Laermans,IT,ITA,32
Eugène Lomont,BE,BEL,1
Eugène Lomont,FR,FRA,2
Eugène Lomont,US,USA,2
Eugène Louis Lami,FR,FRA,1
Eugène Louis Lami,RU,RUS,6
Eugène Loup,BE,BEL,1
Eugène Loup,CH,CHE,8
Eugène Loup,DE,DEU,11
Eugène Loup,FR,FRA,12
Eugène Lücker,NL,NLD,22
Eugène Mahaux,BE,BEL,46
Eugène Martel,BE,BEL,2
Eugène Martel,FR,FRA,10
Eugène Regagnon,FR,FRA,53
Eugène Romain Thirion,FR,FRA,2
Eugène Smits,DE,DEU,9
Eugène Tirvert,FR,FRA,27
Eugène Trigoulet,BE,BEL,1
Eugène Trigoulet,DE,DEU,2
Eugène Trigoulet,FR,FRA,8
Eugène Van Mierlo,BE,BEL,12
Eugène Verboeckhoven,FR,FRA,1
Eugène Verdyen,BE,BEL,4
Eugène Viala,DE,DEU,1
Eugène Villain,FR,FRA,4
Eugène Zak,AT,AUT,8
Eugène Zak,BE,BEL,8
Eugène Zak,DE,DEU,20
Eugène Zak,FR,FRA,64
Eugène Zak,GB,GBR,2
Eugène Zak,IT,ITA,2
Eugène Zak,PL,POL,4
Eugène Zak,RU,RUS,12
Eugène Zak,US,USA,9
Eugène d' Argence,FR,FRA,16
Eugène-Alexis Girardet,FR,FRA,8
Eugène-Antoine Durenne,BE,BEL,2
Eugène-Antoine Durenne,DE,DEU,2
Eugène-Antoine Durenne,FR,FRA,27
Eugène-Benjamin Selmy,BE,BEL,1
Eugène-Benjamin Selmy,FR,FRA,2
Eugène-Louis Gillot,BE,BEL,1
Eugène-Louis Gillot,CH,CHE,12
Eugène-Louis Gillot,DE,DEU,11
Eugène-Louis Gillot,FR,FRA,14
Eugène-Théodore-Emile Canneel,BE,BEL,22
Eugènie Moujon Gauvin,FR,FRA,12
Eugénie Lebrun,AT,AUT,3
Eulalie Sieburgh,NL,NLD,2
Eva Bagge,DE,DEU,3
Eva Bruining,NL,NLD,3
Eva Emmelina Seelig,NL,NLD,15
Eva Gonzalès,AT,AUT,12
Eva Kusch,DE,DEU,18
Eva Maria Alida de Jonge,NL,NLD,19
Eva Stort,DE,DEU,39
Eva Veit-Simon,DE,DEU,7
Eva Winans,GB,GBR,10
Evangelina Gemma Alciati,IT,ITA,5
Evangeline Baker,GB,GBR,30
Evarist Adam Weber,DE,DEU,11
Evariste Carpentier,BE,BEL,5
Evariste Gustave de Buck,BE,BEL,2
Eveleen Blomfield,FR,FRA,2
Eveleen Bloomfield,GB,GBR,10
Eveleen Buckton,GB,GBR,18
Eveleen Cathcart Smith,GB,GBR,4
Eveli Torent Marsans,FR,FRA,23
Evelyn C. Chalmers,GB,GBR,10
Evelyn Cheston,GB,GBR,87
Evelyn Fothergill Robinson,GB,GBR,13
Evelyn Harke,GB,GBR,6
Evelyn Lamaison,GB,GBR,6
Evelyn Linzee Engleheart,GB,GBR,77
Evelyn McClellan,GB,GBR,4
Evelyn Ogilvy Stuart-Menteth,GB,GBR,4
Evelyn Woodroffe Hicks,GB,GBR,6
Everett Lloyd Bryant,FR,FRA,22
Everett Longley Warner,US,USA,2
Everett Shinn,US,USA,10
Evert Jan Boks,BE,BEL,4
Evert Moll,NL,NLD,2
Evert Pieters,BE,BEL,1
Evert Pieters,DE,DEU,3
Evert Pieters,NL,NLD,5
Evert Pieters,US,USA,1
Evert Rabbers,NL,NLD,1
Evgenij Ivanovič Kamzolkin,RU,RUS,14
Evgeniy Bukovetsky,LV,,3
Evgeniy Bukovetsky,RU,RUS,3
Evgeniy Bukovetsky,UA,UKR,6
Evgeniy Yakovlevich Sahajdačnyj,LV,,4
Evgeniy Yakovlevich Sahajdačnyj,RU,RUS,15
Evgeniya Malishevskaya,LV,,3
Evgeniya Malishevskaya,RU,RUS,6
Evgeniya Malishevskaya,UA,UKR,9
Evgeniya Mikhailovna Tverdaya,RU,RUS,1
Evgeniya Smirnova-Ivanova,RU,RUS,6
Evgeny Agafonov,RU,RUS,2
Evgeny Agafonov,UA,UKR,2
Evgeny Baumgarten von,RU,RUS,5
Evgeny Jakub,RU,RUS,1
Evgeny Konstantinovich Pskovitinov,RU,RUS,28
Evgeny Pravednikov,RU,RUS,2
Evgeny Vashhenko,LT,LTU,12
Evgeny Vashhenko,RU,RUS,3
Evrard Larock,DE,DEU,4
Ewald Kluth,DE,DEU,2
Ewald Manz,DE,DEU,9
Ewald Max Karl Enderlein,DE,DEU,2
Ewan Geddes,IT,ITA,2
Exoristo Salmerón,GB,GBR,2
Eyolf Soot,AT,AUT,2
Ezechiele Acerbi,IT,ITA,1
Ezio Castellucci,IT,ITA,1
Ezio Marzi,IT,ITA,3
Ezio Schiffi,IT,ITA,12
F. Adelaide Hewitt,GB,GBR,4
F. Baker,GB,GBR,4
F. Bentz,DE,DEU,1
F. Bernecker,GB,GBR,4
F. C. Mulock,GB,GBR,4
F. Denner Smith,GB,GBR,10
F. E. Haig,GB,GBR,6
F. G. Golst,RU,RUS,2
F. H. Oger,NL,NLD,2
F. H. S. Shepherd,GB,GBR,170
F. K. Konstantinov,RU,RUS,1
F. Krostervitz,NL,NLD,4
F. Lindau,DE,DEU,7
F. Luis Mora,US,USA,6
F. M. Chernousenko,RU,RUS,2
F. M. Warts,US,USA,8
F. Montagu Pollock,GB,GBR,10
F. Neville Jennings,GB,GBR,10
F. Olivier,DE,DEU,4
F. Page Bristow,GB,GBR,6
F. Usher De Voll,US,USA,1
F. V. Golst,RU,RUS,2
F. W. Marchand,GB,GBR,2
F. W. S. Lemaistre,GB,GBR,20
F. Walter Scholtz,DE,DEU,2
F. d' Estienne,FR,FRA,2
F.-A. Maurice Testard,FR,FRA,6
Fabio Casanuova,IT,ITA,2
Fabio Cipolla,IT,ITA,3
Fabio Fabbi,FR,FRA,3
Fabio Mauroner,IT,ITA,4
Fabio Mauroner,NL,NLD,2
Fairlie Harmar,GB,GBR,42
Faith Clayton,GB,GBR,6
Fanni Pietzsch-Westberg,DE,DEU,1
Fannie Miller Brown,US,USA,2
Fannie Moody,GB,GBR,6
Fanny Brate,FR,FRA,2
Fanny Brate,HU,HUN,4
Fanny Brauer,DE,DEU,2
Fanny Charring,AT,AUT,3
Fanny Ethel Greatwood,GB,GBR,6
Fanny Eveleigh,GB,GBR,3
Fanny Remak,DE,DEU,4
Fanny Thiersch,DE,DEU,3
Fanny Zakucka-Harlfinger,AT,AUT,14
Fanči Jeřábková,CZ,CZE,4
Farkas Szunyoghy,HU,HUN,2
Farruffini Federigo,IT,ITA,1
Fausto Fontana,IT,ITA,2
Fausto Vagnetti,IT,ITA,1
Fausto Zonaro,IT,ITA,3
Fausto Zonaro,NL,NLD,2
Federico Beltrán Massés,BE,BEL,2
Federico Boccardo,IT,ITA,8
Federico Maragliano,IT,ITA,5
Federico Rossano,IT,ITA,6
Federico Zandomeneghi,DE,DEU,1
Federico Zandomeneghi,FR,FRA,3
Federico Zandomeneghi,IT,ITA,84
Federico Zandomeneghi,NL,NLD,1
Federico Zandomeneghi,US,USA,1
Federico de Madrazo y Kuntz,GB,GBR,2
Federigo Cortese,IT,ITA,8
Fedor Ivanovich Rerberg,RU,RUS,67
Fedor Ivanovich Tomov,RU,RUS,8
Fedor Sacharov,RU,RUS,1
Fedot Sytchkow,IT,ITA,2
Felice Abrami,IT,ITA,7
Felice Carena,IT,ITA,48
Felice Casorati,IT,ITA,32
Felice Castegnaro,IT,ITA,13
Felice Desclabissac,NL,NLD,1
Felice Giordano,IT,ITA,2
Felice Mazzucchi,IT,ITA,2
Felice Zanelli,IT,ITA,9
Felician von Myrbach-Rheinfeld,AT,AUT,4
Felicitas Trillhase,DE,DEU,9
Felipe Bello Piñeiro,GB,GBR,1
Felix Albrecht Harta,AT,AUT,86
Felix Albrecht Harta,HU,HUN,5
Felix Albrecht Harta,IT,ITA,1
Felix Baumhauer,DE,DEU,4
Felix Borchardt,BE,BEL,6
Felix Borchardt,FR,FRA,16
Felix Bryk,AT,AUT,4
Felix Bryk,IT,ITA,3
Felix Bürgers,DE,DEU,59
Felix Dominique de Vuillefroy,FR,FRA,4
Felix Eisengraber,DE,DEU,4
Felix Eisengraber,IT,ITA,2
Felix Eyskens,BE,BEL,2
Felix Gogo,BE,BEL,9
Felix Hess,NL,NLD,16
Felix Hollenberg,DE,DEU,9
Felix Klipstein,DE,DEU,4
Felix Kraus,AT,AUT,2
Felix Krause,DE,DEU,1
Felix Krause,NL,NLD,2
Felix Meseck,DE,DEU,26
Felix Reinhard Voretzsch,DE,DEU,3
Felix Schlesinger,DE,DEU,3
Felix Stone Moscheles,GB,GBR,10
Felix Terlinden,DE,DEU,2
Felix Widder,HU,HUN,4
Ferderick Vezin,DE,DEU,2
Ferdinand Andri,AT,AUT,22
Ferdinand Andri,DE,DEU,9
Ferdinand Andri,GB,GBR,1
Ferdinand Andri,HU,HUN,32
Ferdinand Andri,IT,ITA,1
Ferdinand Andri,NL,NLD,1
Ferdinand Bernhard Hoppe,DE,DEU,5
Ferdinand Bernhard Hoppe,NL,NLD,5
Ferdinand Boberg,IT,ITA,24
Ferdinand Bol,DE,DEU,2
Ferdinand Bormann,DE,DEU,6
Ferdinand Brunner,AT,AUT,2
Ferdinand Brunner,DE,DEU,3
Ferdinand Brunner,GB,GBR,1
Ferdinand Brunner,HU,HUN,2
Ferdinand Brunner,IT,ITA,6
Ferdinand Brütt,CH,CHE,2
Ferdinand Brütt,DE,DEU,18
Ferdinand Burger,DE,DEU,16
Ferdinand Deconchy,FR,FRA,4
Ferdinand Dorsch,AT,AUT,41
Ferdinand Dorsch,CZ,CZE,1
Ferdinand Dorsch,DE,DEU,39
Ferdinand Dorsch,IT,ITA,4
Ferdinand Dorsch,US,USA,1
Ferdinand Fagerlin,DE,DEU,1
Ferdinand František Engelmüller,DE,DEU,3
Ferdinand Freih. van Reznicek,AT,AUT,4
Ferdinand Freih. van Reznicek,DE,DEU,24
Ferdinand Freih. van Reznicek,GB,GBR,1
Ferdinand Freih. van Reznicek,HU,HUN,8
Ferdinand Georg Waldmüller,AT,AUT,1
Ferdinand Georg Waldmüller,DE,DEU,2
Ferdinand Georges Lemmers,BE,BEL,7
Ferdinand Georges Lemmers,DE,DEU,4
Ferdinand Georges Lemmers,NL,NLD,2
Ferdinand Graef,DE,DEU,3
Ferdinand Gustaaf Willem Oldewelt,BE,BEL,2
Ferdinand Gustaaf Willem Oldewelt,NL,NLD,28
Ferdinand Götz,DE,DEU,5
Ferdinand Hart Nibbrig,BE,BEL,9
Ferdinand Hart Nibbrig,DE,DEU,3
Ferdinand Hart Nibbrig,NL,NLD,56
Ferdinand Heilbuth,DE,DEU,1
Ferdinand Herwig,DE,DEU,11
Ferdinand Herčík,CZ,CZE,4
Ferdinand Hodler,AT,AUT,10
Ferdinand Hodler,CH,CHE,12
Ferdinand Hodler,DE,DEU,925
Ferdinand Hodler,HU,HUN,2
Ferdinand Hodler,JP,JPN,1
Ferdinand Hodler,US,USA,7
Ferdinand Humbert,FR,FRA,6
Ferdinand Humbert,HU,HUN,2
Ferdinand Keller,DE,DEU,4
Ferdinand Kitt,AT,AUT,4
Ferdinand Kruis,AT,AUT,84
Ferdinand Kruis,DE,DEU,8
Ferdinand Lorber,AT,AUT,2
Ferdinand Luigini,BE,BEL,4
Ferdinand Lunel,FR,FRA,1
Ferdinand Matthias Zerlacher,AT,AUT,32
Ferdinand Matthias Zerlacher,CZ,CZE,2
Ferdinand Matthias Zerlacher,DE,DEU,8
Ferdinand Max Bredt,DE,DEU,3
Ferdinand Michl,AT,AUT,113
Ferdinand Michl,CZ,CZE,62
Ferdinand Michl,FR,FRA,8
Ferdinand Olivier,GB,GBR,6
Ferdinand Pamberger,AT,AUT,8
Ferdinand Prokop,CZ,CZE,6
Ferdinand Roybet,DE,DEU,1
Ferdinand Roybet,FR,FRA,5
Ferdinand Schirren,BE,BEL,76
Ferdinand Sepeke,NL,NLD,2
Ferdinand Staeger,AT,AUT,104
Ferdinand Staeger,DE,DEU,117
Ferdinand Veenmüller,BE,BEL,14
Ferdinand Willaert,BE,BEL,7
Ferdinand Willaert,DE,DEU,3
Ferdinand Willaert,FR,FRA,2
Ferdinand Willaert,US,USA,4
Ferdinand Zach,AT,AUT,4
Ferdinand d' Huart,BE,BEL,2
"Ferdinand, the younger Schmutzer",AT,AUT,82
"Ferdinand, the younger Schmutzer",DE,DEU,5
Ferdinand-Joseph Gueldry,BE,BEL,1
Ferdinand-Jules-Albert Gosselin,BE,BEL,1
Ferdinand-Jules-Albert Gosselin,DE,DEU,3
Ferdinand-Jules-Albert Gosselin,FR,FRA,2
Ferdinand-Jules-Albert Gosselin,HU,HUN,2
Ferdinand-Sigismund Bac,FR,FRA,2
Ferdinando Buonamici,IT,ITA,4
Ferdinando Ramponi,FR,FRA,9
Ferdinando Ramponi,IT,ITA,9
Ferdinando Ramponi,NL,NLD,1
Ferdinando Villa,IT,ITA,1
Ferdinando-Giuseppe Piana,IT,ITA,3
Ferdo Vesel,GB,GBR,5
Ferdynand Ruszczyc,AT,AUT,66
Ferdynand Ruszczyc,DE,DEU,6
Ferdynand Ruszczyc,GB,GBR,1
Ferdynand Ruszczyc,PL,POL,27
Ferenc Albert,HU,HUN,6
Ferenc Bencze,HU,HUN,4
Ferenc Brutsay,HU,HUN,2
Ferenc Csont,HU,HUN,36
Ferenc Hatvany,DE,DEU,24
Ferenc Hatvany,FR,FRA,19
Ferenc Hatvany,HU,HUN,135
Ferenc Hatvany,IT,ITA,2
Ferenc Ingomár,HU,HUN,8
Ferenc Innocent,HU,HUN,8
Ferenc Joachim,HU,HUN,4
Ferenc Krutsay,HU,HUN,18
Ferenc Lipóth,HU,HUN,15
Ferenc Medgyessy,HU,HUN,16
Ferenc Márton,HU,HUN,2
Ferenc Olgyay,HU,HUN,128
Ferenc Olgyay,IT,ITA,10
Ferenc Olgyay,NL,NLD,1
Ferenc Rosenmayer,HU,HUN,1
Ferenc Sass,HU,HUN,59
Ferenc Sidló,HU,HUN,4
Ferenc Szablya-Frischauf,AT,AUT,12
Ferenc Szablya-Frischauf,HU,HUN,8
Ferenc Szikszay,FR,FRA,6
Ferenc Ujházy,HU,HUN,10
